id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code
4177,LFOP,medium_airport,Rouen VallÃ©e de Seine Airport,49.384887,1.179142,512,EU,FR,FR-NOR,Boos,no,LFOP,URO,LFOP,
4179,LFOT,medium_airport,Tours Val de Loire Airport,47.432201,0.727606,357,EU,FR,FR-CVL,"Tours, Indre-et-Loire",yes,LFOT,TUF,LFOT,
4181,LFOV,medium_airport,Laval-Entrammes Airport,48.032208,-0.743999,330,EU,FR,FR-PDL,"Laval, Mayenne",no,LFOV,LVA,LFOV,
4183,LFPB,large_airport,Paris-Le Bourget International Airport,48.962276,2.436539,218,EU,FR,FR-IDF,Paris,yes,LFPB,LBG,LFPB,
4184,LFPC,medium_airport,Creil Air Base,49.253502,2.51914,291,EU,FR,FR-HDF,Creil,no,LFPC,CSF,LFPC,
4185,LFPG,large_airport,Charles de Gaulle International Airport,49.00896,2.554117,392,EU,FR,FR-IDF,"Paris (Roissy-en-France, Val-d'Oise)",yes,LFPG,CDG,LFPG,
4188,LFPN,medium_airport,Toussus-le-Noble Airport,48.7519,2.10619,538,EU,FR,FR-IDF,"Toussus-le-Noble, Yvelines",no,LFPN,TNF,LFPN,
4189,LFPO,large_airport,Paris-Orly Airport,48.729499,2.358963,291,EU,FR,FR-IDF,"Paris (Orly, Val-de-Marne)",yes,LFPO,ORY,LFPO,
4190,LFPT,medium_airport,Pontoise-Cormeilles Aerodrome,49.096064,2.035543,325,EU,FR,FR-IDF,"Cormeilles-en-Vexin, Val-d'Oise",no,LFPT,POX,LFPT,
4191,LFPV,medium_airport,VÃ©lizy-Villacoublay Air Base,48.774406,2.203102,584,EU,FR,FR-IDF,"VÃ©lizy-Villacoublay, Yvelines",no,,VIY,LFPV,
4197,LFQG,medium_airport,Nevers-Fourchambault Airport,47.002913,3.113114,602,EU,FR,FR-BFC,"Marzy, NiÃ¨vre",no,LFQG,NVS,LFQG,
4202,LFQQ,large_airport,Lille Airport,50.566564,3.102429,157,EU,FR,FR-HDF,Lesquin,yes,LFQQ,LIL,LFQQ,
4203,LFQT,medium_airport,Merville-Calonne Airport,50.618401,2.64224,61,EU,FR,FR-HDF,"Merville, Nord",no,LFQT,HZB,LFQT,
4206,LFRB,large_airport,Brest Bretagne airport,48.447899,-4.41854,325,EU,FR,FR-BRE,Brest,yes,LFRB,BES,LFRB,
4207,LFRC,medium_airport,Cherbourg Manche airport,49.650101,-1.47028,459,EU,FR,FR-NOR,Cherbourg,no,LFRC,CER,LFRC,
4208,LFRD,medium_airport,Dinard Pleurtuit Saint-Malo airport,48.5877,-2.07996,219,EU,FR,FR-BRE,Dinard,yes,LFRD,DNR,LFRD,
4209,LFRE,medium_airport,La Baule-Escoublac Airport,47.289398,-2.34639,105,EU,FR,FR-PDL,La Baule-Escoublac,no,LFRE,LBY,LFRE,
4210,LFRF,medium_airport,Granville Airport,48.883099,-1.56417,45,EU,FR,FR-NOR,"BrÃ©ville-sur-Mer, Manche",no,LFRF,GFR,LFRF,
4211,LFRG,medium_airport,Deauville Normandie airport,49.365237,0.154481,479,EU,FR,FR-NOR,Deauville,yes,LFRG,DOL,LFRG,
4212,LFRH,medium_airport,Lorient South Brittany (Bretagne Sud) Airport,47.760601,-3.44,160,EU,FR,FR-BRE,Lorient/Lann/BihouÃ©,yes,LFRH,LRT,LFRH,
4213,LFRI,medium_airport,La Roche-sur-Yon Les Ajoncs Airport,46.7019,-1.37863,299,EU,FR,FR-PDL,La Roche-sur-Yon,no,LFRI,EDM,LFRI,
4214,LFRJ,medium_airport,Landivisiau Air Base,48.5303,-4.15164,348,EU,FR,FR-BRE,Landivisiau,no,LFRJ,LDV,LFRJ,
4215,LFRK,medium_airport,Caen Carpiquet airport,49.17678,-0.454883,256,EU,FR,FR-NOR,Caen,yes,LFRK,CFR,LFRK,
4217,LFRM,medium_airport,Le Mans-Arnage Airport,47.948604,0.201702,194,EU,FR,FR-PDL,"Le Mans, Sarthe",yes,LFRM,LME,LFRM,
4218,LFRN,medium_airport,Rennes-Saint-Jacques Airport,48.0695,-1.73479,124,EU,FR,FR-BRE,"Saint-Jacques-de-la-Lande, Ille-et-Vilaine",yes,LFRN,RNS,LFRN,
4219,LFRO,medium_airport,Lannion Airport,48.754398,-3.47166,290,EU,FR,FR-BRE,Lannion,no,LFRO,LAI,LFRO,
4220,LFRQ,medium_airport,Quimper-Cornouaille Airport,47.973031,-4.169655,297,EU,FR,FR-BRE,Quimper/Pluguffan,no,LFRQ,UIP,LFRQ,
4221,LFRS,medium_airport,Nantes Atlantique Airport,47.153198,-1.61073,90,EU,FR,FR-PDL,Nantes,yes,LFRS,NTE,LFRS,
4222,LFRT,medium_airport,Saint-Brieuc-Armor Airport,48.538628,-2.853518,453,EU,FR,FR-BRE,"TrÃ©muson, CÃ´tes-d'Armor",no,LFRT,SBK,LFRT,
4223,LFRU,medium_airport,Morlaix-Ploujean Airport,48.60319901,-3.815779924,272,EU,FR,FR-BRE,Morlaix/Ploujean,no,LFRU,MXN,LFRU,
4224,LFRV,medium_airport,Vannes-Meucon Airport,47.723301,-2.71856,446,EU,FR,FR-BRE,Vannes/Meucon,no,LFRV,VNE,LFRV,
4225,LFRZ,medium_airport,Saint-Nazaire-Montoir Airport,47.31142,-2.152634,13,EU,FR,FR-PDL,Saint-Nazaire/Montoir,yes,LFRZ,SNR,LFRZ,
4226,LFSB,large_airport,EuroAirport Baselâ€“Mulhouseâ€“Freiburg,47.60068,7.521117,885,EU,FR,FR-GES,BÃ¢le / Mulhouse,yes,LFSB,BSL,LFSB,
4228,LFSD,medium_airport,Dijon Longvic airport,47.268902,5.09,726,EU,FR,FR-BFC,Dijon,yes,LFSD,DIJ,LFSD,
4230,LFSG,medium_airport,Ã‰pinal Mirecourt Airport,48.325001,6.06998,1084,EU,FR,FR-GES,Ã‰pinal,no,LFSG,EPL,LFSG,
29001,LFSL,medium_airport,Brive Souillac airport,45.039722,1.485556,1016,EU,FR,FR-NAQ,Brive,yes,LFSL,BVE,LFSL,
4234,LFSN,medium_airport,Nancy-Essey Airport,48.692101,6.23046,751,EU,FR,FR-GES,"Tomblaine, Meurthe-et-Moselle",no,LFSN,ENC,LFSN,
4238,LFST,large_airport,Strasbourg Airport,48.5383,7.62823,505,EU,FR,FR-GES,Strasbourg,yes,LFST,SXB,LFST,
4241,LFTH,medium_airport,Toulon-HyÃ¨res Airport,43.097301,6.14603,7,EU,FR,FR-PAC,"HyÃ¨res, Var",yes,LFTH,TLN,LFTH,
4242,LFTW,medium_airport,NÃ®mes-Arles-Camargue Airport,43.757401,4.41635,309,EU,FR,FR-OCC,NÃ®mes/Garons,yes,LFTW,FNI,LFTW,
4245,LFVP,medium_airport,Saint-Pierre Pointe-Blanche Airport,46.762651,-56.17499,27,NA,PM,PM-SP,Saint-Pierre,yes,LFVP,FSP,LFVP,
4248,LGAD,medium_airport,Andravida Air Base,37.9207,21.292601,55,EU,GR,GR-G,Andravida,no,LGAD,PYR,LGAD,
4250,LGAL,medium_airport,Alexandroupoli Democritus Airport,40.8559,25.956301,24,EU,GR,GR-A,Alexandroupolis,yes,LGAL,AXD,LGAL,
4251,LGAV,large_airport,Athens Eleftherios Venizelos International Airport,37.936401,23.9445,308,EU,GR,GR-I,Spata-Artemida,yes,LGAV,ATH,LGAV,
4253,LGBL,medium_airport,Nea Anchialos National Airport,39.219601,22.7943,83,EU,GR,GR-E,Nea Anchialos,yes,LGBL,VOL,LGBL,
4255,LGHI,medium_airport,Chios Island National Airport,38.34320068,26.1406002,15,EU,GR,GR-K,Chios Island,yes,LGHI,JKH,LGHI,
4257,LGIO,medium_airport,Ioannina King Pyrrhus National Airport,39.6964,20.8225,1558,EU,GR,GR-D,Ioannina,yes,LGIO,IOA,LGIO,
4258,LGIR,large_airport,Heraklion International Nikos Kazantzakis Airport,35.339699,25.1803,115,EU,GR,GR-M,Heraklion,yes,LGIR,HER,LGIR,
4261,LGKF,medium_airport,Kefallinia Airport,38.12009811,20.50049973,59,EU,GR,GR-F,Kefallinia Island,yes,LGKF,EFL,LGKF,
4262,LGKL,medium_airport,Kalamata Airport,37.06829834,22.02549934,26,EU,GR,GR-J,Kalamata,yes,LGKL,KLX,LGKL,
4264,LGKO,large_airport,"Kos International Airport ""Ippokratis""",36.794523,27.09115,412,AS,GR,GR-L,Kos Island,yes,LGKO,KGS,LGKO,
4265,LGKP,medium_airport,Karpathos Airport,35.421398,27.146,66,EU,GR,GR-L,Karpathos Island,yes,LGKP,AOK,LGKP,
4266,LGKR,large_airport,Corfu Ioannis Kapodistrias International Airport,39.60145,19.912179,6,EU,GR,GR-F,Kerkyra (Corfu),yes,LGKR,CFU,LGKR,
4268,LGKV,large_airport,Kavala Alexander the Great International Airport,40.9133,24.6192,18,EU,GR,GR-A,Kavala,yes,LGKV,KVA,LGKV,
4269,LGKZ,medium_airport,Kozani National Airport Filippos,40.286098,21.840799,2059,EU,GR,GR-C,Kozani,yes,LGKZ,KZI,LGKZ,
4274,LGMK,medium_airport,Mykonos Island National Airport,37.435101,25.348101,405,EU,GR,GR-L,Mykonos,yes,LGMK,JMK,LGMK,
4275,LGMT,medium_airport,Mytilene International Airport,39.057406,26.598629,60,EU,GR,GR-K,Mytilene,yes,LGMT,MJT,LGMT,
4277,LGPZ,medium_airport,Aktion National Airport,38.925499,20.765301,11,EU,GR,GR-D,Preveza,yes,LGPZ,PVK,LGPZ,
4279,LGRP,large_airport,"Rhodes International Airport ""Diagoras""",36.405399,28.086201,17,AS,GR,GR-L,Rhodes,yes,LGRP,RHO,LGRP,
4280,LGRX,medium_airport,Patras Araxos Agamemnon Airport,38.1511,21.4256,46,EU,GR,GR-G,Patras,yes,LGRX,GPA,LGRX,
4281,LGSA,large_airport,Chania International Airport,35.531207,24.150673,490,AS,GR,GR-M,Souda,yes,LGSA,CHQ,LGSA,
4282,LGSK,medium_airport,Skiathos Island National Airport,39.177101,23.5037,54,EU,GR,GR-E,Skiathos,yes,LGSK,JSI,LGSK,
4283,LGSM,medium_airport,Samos Airport,37.689999,26.911699,19,EU,GR,GR-K,Samos Island,yes,LGSM,SMI,LGSM,
4286,LGSR,large_airport,Santorini International Airport,36.400045,25.478638,127,EU,GR,GR-L,Santorini Island,yes,LGSR,JTR,LGSR,
4287,LGST,medium_airport,Sitia Airport,35.21609879,26.10129929,376,EU,GR,GR-M,Crete Island,yes,LGST,JSH,LGST,
4293,LGTS,large_airport,Thessaloniki Macedonia International Airport,40.51928,22.970009,22,EU,GR,GR-B,Thessaloniki,yes,LGTS,SKG,LGTS,
4295,LGZA,medium_airport,Zakynthos International Airport Dionysios Solomos,37.7509,20.8843,12,EU,GR,GR-F,Zakynthos,yes,LGZA,ZTH,LGZA,
4296,LHBP,large_airport,Budapest Liszt Ferenc International Airport,47.43018,19.262393,495,EU,HU,HU-BU,Budapest,yes,LHBP,BUD,LHBP,
4297,LHDC,large_airport,Debrecen International Airport,47.489469,21.616278,359,EU,HU,HU-HB,Debrecen,yes,LHDC,DEB,LHDC,
4302,LHPP,large_airport,PÃ©cs-PogÃ¡ny International Airport,45.988891,18.242044,651,EU,HU,HU-BA,PÃ©cs,yes,LHPP,PEV,LHPP,
4305,LHSM,medium_airport,HÃ©vÃ­zâ€“Balaton Airport,46.686391,17.159084,408,EU,HU,HU-ZA,SÃ¡rmellÃ©k,yes,LHSM,SOB,LHSM,
4309,LIBC,medium_airport,Crotone Sant'Anna Pythagoras Airport,38.9972,17.0802,522,EU,IT,IT-78,Isola di Capo Rizzuto (KR),yes,LIBC,CRV,LIBC,KR01
4310,LIBD,large_airport,Bari Karol WojtyÅ‚a International Airport,41.138901,16.760599,193,EU,IT,IT-75,Bari,yes,LIBD,BRI,LIBD,BA02
4311,LIBF,medium_airport,Foggia Gino Lisa Airport,41.433596,15.534566,265,EU,IT,IT-75,Foggia (FG),yes,LIBF,FOG,LIBF,FG05
4312,LIBG,medium_airport,Taranto-Grottaglie Marcello Arlotta Airport,40.517502,17.4032,215,EU,IT,IT-75,Grottaglie,no,LIBG,TAR,LIBG,TA02
4313,LIBN,medium_airport,Lecce Galatina Air Base / Galatina Fortunato Cesari Airport,40.239201,18.133301,156,EU,IT,IT-75,Galatina (LE),no,LIBN,LCC,LIBN,LE08
4314,LIBP,large_airport,Abruzzo Airport,42.431079,14.182981,48,EU,IT,IT-65,Pescara,yes,LIBP,PSR,LIBP,PE01
4315,LIBR,large_airport,Brindisi Airport,40.6576,17.947001,47,EU,IT,IT-75,Brindisi,yes,LIBR,BDS,LIBR,BR03
4317,LICA,large_airport,Lamezia Terme Sant'Eufemia International Airport,38.906214,16.246007,39,EU,IT,IT-78,Lamezia Terme (CZ),yes,LICA,SUF,LICA,CZ02
298716,LICB,medium_airport,Comiso Airport,36.99583,14.60889,756,EU,IT,IT-82,Comiso,yes,LICB,CIY,LICB,RG06
4318,LICC,large_airport,Catania-Fontanarossa Airport,37.466801,15.0664,39,EU,IT,IT-82,Catania,yes,LICC,CTA,LICC,CT03
4319,LICD,medium_airport,Lampedusa Airport,35.497898,12.6181,70,EU,IT,IT-82,Lampedusa,yes,LICD,LMP,LICD,AG01
4320,LICG,medium_airport,Pantelleria Airport,36.816502,11.9689,628,EU,IT,IT-82,Pantelleria (TP),yes,LICG,PNL,LICG,TP02
4321,LICJ,large_airport,Falconeâ€“Borsellino Airport,38.175999,13.091,65,EU,IT,IT-82,Palermo,yes,LICJ,PMO,LICJ,PA03
4323,LICR,medium_airport,Reggio Calabria Airport,38.071201,15.6516,96,EU,IT,IT-78,Reggio Calabria,yes,LICR,REG,LICR,RC01
4324,LICT,medium_airport,Vincenzo Florio Airport Trapani-Birgi,37.9114,12.488,25,EU,IT,IT-82,Trapani (TP),yes,LICT,TPS,LICT,TP01
4330,LIEA,medium_airport,Alghero-Fertilia Airport,40.632099,8.29077,87,EU,IT,IT-88,Alghero,yes,LIEA,AHO,LIEA,SS02
4331,LIED,medium_airport,Decimomannu Air Base,39.354198,8.97248,100,EU,IT,IT-88,Decimomannu,no,LIED,DCI,LIED,CA12
4332,LIEE,large_airport,Cagliari Elmas Airport,39.251499,9.05428,13,EU,IT,IT-88,Cagliari,yes,LIEE,CAG,LIEE,CA07
4333,LIEO,large_airport,Olbia Costa Smeralda Airport,40.898953,9.518457,37,EU,IT,IT-88,Olbia (SS),yes,LIEO,OLB,LIEO,SS03
4340,LIMC,large_airport,Milan Malpensa International Airport,45.6306,8.72811,768,EU,IT,IT-25,Ferno (VA),yes,LIMC,MXP,LIMC,MI12
4341,LIME,large_airport,Il Caravaggio International Airport,45.669362,9.708851,782,EU,IT,IT-25,Orio al Serio (BG),yes,LIME,BGY,LIME,BG01
4342,LIMF,large_airport,Turin Airport,45.200802,7.64963,989,EU,IT,IT-21,Caselle Torinese (TO),yes,LIMF,TRN,LIMF,TO11
4344,LIMJ,large_airport,Genoa Cristoforo Colombo Airport,44.412039,8.840732,13,EU,IT,IT-42,Genova (GE),yes,LIMJ,GOA,LIMJ,GE01
4345,LIML,large_airport,Milano Linate Airport,45.445099,9.27674,353,EU,IT,IT-25,Segrate (MI),yes,LIML,LIN,LIML,MI11
4347,LIMP,medium_airport,Parma Airport,44.826351,10.29705,161,EU,IT,IT-45,Parma (PR),yes,LIMP,PMF,LIMP,PR03
4349,LIMW,medium_airport,Aosta Corrado Gex Airport,45.738552,7.3683,1791,EU,IT,IT-23,Saint-Christophe (AO),no,LIMW,AOT,LIMW,AO01
4350,LIMZ,medium_airport,Cuneo International Airport,44.547458,7.623045,1267,EU,IT,IT-21,Levaldigi (CN),yes,LIMZ,CUF,LIMZ,CN03
29443,LIPA,medium_airport,Aviano Air Base,46.031898,12.596503,410,EU,IT,IT-36,Aviano (PN),no,LIPA,AVB,LIPA,
4352,LIPB,medium_airport,Bolzano Airport,46.459245,11.326125,789,EU,IT,IT-32,Bolzano (BZ),yes,LIPB,BZO,LIPB,BZ01
4354,LIPE,large_airport,Bologna Guglielmo Marconi Airport,44.5354,11.2887,123,EU,IT,IT-45,Bologna,yes,LIPE,BLQ,LIPE,BO08
4355,LIPH,large_airport,Treviso Airport,45.648399,12.1944,59,EU,IT,IT-34,Treviso (TV),yes,LIPH,TSF,LIPH,TV01
4357,LIPK,medium_airport,ForlÃ¬-Luigi Ridolfi International Airport,44.194801,12.0701,97,EU,IT,IT-45,ForlÃ¬ (FC),yes,LIPK,FRL,LIPK,FC03
4360,LIPO,medium_airport,Brescia Gabriele d'Annunzio Airport,45.428902,10.3306,355,EU,IT,IT-25,Montichiari (BS),yes,LIPO,VBS,LIPO,BS04
4361,LIPQ,large_airport,Trieste Airport,45.827862,13.466672,39,EU,IT,IT-36,Ronchi dei Legionari/Trieste,yes,LIPQ,TRS,LIPQ,GO02
4362,LIPR,large_airport,Federico Fellini International Airport,44.020024,12.612198,40,EU,IT,IT-45,Rimini (RN),yes,LIPR,RMI,LIPR,RN01
4366,LIPX,large_airport,Verona Villafranca Valerio Catullo Airport,45.394955,10.887303,239,EU,IT,IT-34,Caselle (VR),yes,LIPX,VRN,LIPX,VR10
4367,LIPY,medium_airport,Marche Airport,43.616299,13.3623,49,EU,IT,IT-57,Falconara Marittima (AN),yes,LIPY,AOI,LIPY,AN01
4368,LIPZ,large_airport,Venice Marco Polo Airport,45.505299,12.3519,7,EU,IT,IT-34,Venezia (VE),yes,LIPZ,VCE,LIPZ,VE05
4370,LIRA,large_airport,Ciampinoâ€“G. B. Pastine International Airport,41.798769,12.595331,427,EU,IT,IT-62,Rome,yes,LIRA,CIA,LIRA,RM12
4372,LIRF,large_airport,Romeâ€“Fiumicino Leonardo da Vinci International Airport,41.804532,12.251998,13,EU,IT,IT-62,Rome,yes,LIRF,FCO,LIRF,RM11
4374,LIRI,medium_airport,Salerno Costa d'Amalfi Airport,40.620399,14.9113,123,EU,IT,IT-72,Salerno,yes,LIRI,QSR,LIRI,SA02
4375,LIRJ,medium_airport,Marina di Campo Airport,42.760871,10.239811,31,EU,IT,IT-52,Campo nell'Elba (LI),yes,LIRJ,EBA,LIRJ,LI04
4378,LIRN,large_airport,Naples International Airport,40.886002,14.2908,294,EU,IT,IT-72,Napoli,yes,LIRN,NAP,LIRN,NA01
4379,LIRP,large_airport,Pisa International Airport,43.683899,10.3927,6,EU,IT,IT-52,Pisa (PI),yes,LIRP,PSA,LIRP,PI05
4380,LIRQ,large_airport,"Florence Airport, Peretola",43.808558,11.202822,142,EU,IT,IT-52,Firenze (FI),yes,LIRQ,FLR,LIRQ,FI04
4381,LIRS,medium_airport,Grosseto Corrado Baccarini Air Base / Grosseto Airport,42.759701,11.0719,17,EU,IT,IT-52,Grosseto (GR),no,LIRS,GRS,LIRS,GR06
4384,LIRZ,large_airport,Perugia San Francesco d'Assisi â€“ Umbria International Airport,43.095901,12.5132,697,EU,IT,IT-55,Perugia (PG),yes,LIRZ,PEG,LIRZ,PG10
4386,LJLJ,large_airport,Ljubljana JoÅ¾e PuÄnik Airport,46.223701,14.4576,1273,EU,SI,SI-012,Zgornji Brnik,yes,LJLJ,LJU,LJLJ,
4387,LJMB,medium_airport,Maribor Edvard Rusjan Airport,46.4799,15.6861,876,EU,SI,SI-160,Maribor,yes,LJMB,MBX,LJMB,
4388,LJPZ,medium_airport,PortoroÅ¾ Airport,45.47201,13.615951,7,EU,SI,SI-090,SeÄovlje,no,LJPZ,POW,LJPZ,
4393,LKCS,large_airport,ÄŒeskÃ© BudÄ›jovice South Bohemian Airport,48.948171,14.42832,1417,EU,CZ,CZ-JC,ÄŒeskÃ© BudÄ›jovice,yes,LKCS,JCL,LKCS,
4398,LKKU,medium_airport,Kunovice Airport,49.0294,17.439699,581,EU,CZ,CZ-ZL,UherskÃ© HradiÅ¡tÄ›,no,LKKU,UHE,LKKU,
4399,LKKV,large_airport,Karlovy Vary Airport,50.202999,12.915,1989,EU,CZ,CZ-KA,Karlovy Vary,yes,LKKV,KLV,LKKV,
4402,LKMT,large_airport,LeoÅ¡ JanÃ¡Äek Airport Ostrava,49.696301,18.111099,844,EU,CZ,CZ-MO,MoÅ¡nov,yes,LKMT,OSR,LKMT,
4405,LKPD,large_airport,Pardubice Airport,50.015049,15.73981,741,EU,CZ,CZ-PA,Pardubice,yes,LKPD,PED,LKPD,
4407,LKPO,medium_airport,PÅ™erov Air Base,49.4258,17.404699,676,EU,CZ,CZ-OL,PÅ™erov,no,LKPO,PRV,LKPO,
4408,LKPR,large_airport,VÃ¡clav Havel Airport Prague,50.100874,14.259911,1247,EU,CZ,CZ-PR,Prague,yes,LKPR,PRG,LKPR,
4409,LKTB,medium_airport,Brno-TuÅ™any Airport,49.151276,16.693972,778,EU,CZ,CZ-JM,Brno,yes,LKTB,BRQ,LKTB,
4410,LKVO,medium_airport,Vodochody Airport,50.216599,14.3958,919,EU,CZ,CZ-ST,Vodochody,no,LKVO,VOD,LKVO,
4411,LLBG,large_airport,Ben Gurion International Airport,32.011398,34.8867,135,AS,IL,IL-M,Tel Aviv,yes,LLBG,TLV,LLBG,
330388,LLER,large_airport,Ramon International Airport,29.727009,35.014116,288,AS,IL,IL-D,Eilat,yes,LLER,ETM,LLER,
4417,LLHA,medium_airport,Uri Michaeli Haifa International Airport,32.810219,35.043719,28,AS,IL,IL-HA,Haifa,yes,LLHA,HFA,LLHA,
4419,LLIB,medium_airport,Rosh Pina Airport,32.980999,35.571899,884,AS,IL,IL-Z,Rosh Pina,no,LLIB,RPN,LLIB,
4421,LLMZ,medium_airport,Bar Yehuda Airfield,31.328199,35.388599,-1266,AS,IL,IL-D,Masada,no,LLMZ,MTZ,LLMZ,
4422,LLNV,medium_airport,Nevatim Air Base,31.20829964,35.01229858,1330,AS,IL,IL-D,Beersheba,no,LLNV,VTM,LLNV,
4427,LMML,large_airport,Malta International Airport,35.845932,14.491546,300,EU,MT,MT-25,Valletta,yes,LMML,MLA,LMML,
4430,LOWG,large_airport,Graz Airport,46.9911,15.4396,1115,EU,AT,AT-6,Feldkirchen bei Graz,yes,LOWG,GRZ,LOWG,
4431,LOWI,large_airport,Innsbruck Airport,47.260201,11.344,1907,EU,AT,AT-7,Innsbruck,yes,LOWI,INN,LOWI,
4435,LOWK,large_airport,Klagenfurt Airport,46.642502,14.3377,1472,EU,AT,AT-2,Klagenfurt am WÃ¶rthersee,yes,LOWK,KLU,LOWK,
4432,LOWL,large_airport,Linz-HÃ¶rsching Airport,48.235362,14.188128,980,EU,AT,AT-4,Linz,yes,LOWL,LNZ,LOWL,
4433,LOWS,large_airport,Salzburg Airport,47.793301,13.0043,1411,EU,AT,AT-5,Salzburg,yes,LOWS,SZG,LOWS,
4434,LOWW,large_airport,Vienna International Airport,48.110298,16.5697,600,EU,AT,AT-9,Vienna,yes,LOWW,VIE,LOWW,
4439,LPAZ,medium_airport,Santa Maria Airport,36.97140121,-25.17060089,308,EU,PT,PT-20,Vila do Porto,yes,LPAZ,SMA,LPAZ,
4440,LPBG,medium_airport,BraganÃ§a Airport,41.8578,-6.70713,2241,EU,PT,PT-04,BraganÃ§a,yes,LPBG,BGC,LPBG,
4441,LPBJ,medium_airport,Beja Airport / Airbase,38.078899,-7.9324,636,EU,PT,PT-02,Beja,no,LPBJ,BYJ,LPBJ,
4444,LPCS,medium_airport,Cascais Airport,38.724998,-9.35523,325,EU,PT,PT-11,Cascais,yes,LPCS,CAT,LPCS,
4447,LPFL,medium_airport,Flores Airport,39.45529938,-31.13139915,112,EU,PT,PT-20,Santa Cruz das Flores,yes,LPFL,FLW,LPFL,
4448,LPFR,large_airport,Faro - Gago Coutinho International Airport,37.015909,-7.970939,24,EU,PT,PT-08,Faro,yes,LPFR,FAO,LPFR,
4449,LPGR,medium_airport,Graciosa Airport,39.09220123,-28.02980042,86,EU,PT,PT-20,Santa Cruz da Graciosa,yes,LPGR,GRW,LPGR,
4450,LPHR,medium_airport,Horta Airport,38.51990128,-28.71590042,118,EU,PT,PT-20,Horta,yes,LPHR,HOR,LPHR,
4451,LPLA,medium_airport,Lajes Airport,38.761799,-27.090799,180,EU,PT,PT-20,Praia da VitÃ³ria,yes,LPLA,TER,LPLA,
4452,LPMA,large_airport,Cristiano Ronaldo International Airport,32.697812,-16.774613,192,EU,PT,PT-30,Funchal,yes,LPMA,FNC,LPMA,
4456,LPPD,large_airport,JoÃ£o Paulo II Airport,37.74119949,-25.69790077,259,EU,PT,PT-20,Ponta Delgada,yes,LPPD,PDL,LPPD,
4457,LPPI,medium_airport,Pico Airport,38.554298,-28.441299,109,EU,PT,PT-20,Pico Island,yes,LPPI,PIX,LPPI,
4458,LPPM,medium_airport,PortimÃ£o Airport,37.1493,-8.58396,5,EU,PT,PT-08,PortimÃ£o,yes,LPPM,PRM,LPPM,
4459,LPPR,large_airport,Francisco de SÃ¡ Carneiro Airport,41.24810028,-8.681389809,228,EU,PT,PT-13,Porto,yes,LPPR,OPO,LPPR,
4460,LPPS,medium_airport,Porto Santo Airport,33.07339859,-16.35000038,341,EU,PT,PT-30,Vila Baleira,yes,LPPS,PXO,LPPS,
4461,LPPT,large_airport,Lisbon Humberto Delgado Airport,38.7813,-9.13592,374,EU,PT,PT-11,Lisbon,yes,LPPT,LIS,LPPT,
4462,LPSJ,medium_airport,SÃ£o Jorge Airport,38.665501,-28.1758,311,EU,PT,PT-20,Velas,yes,LPSJ,SJZ,LPSJ,
4465,LPVR,medium_airport,Vila Real Airport,41.2743,-7.72047,1805,EU,PT,PT-17,Vila Real,yes,LPVR,VRL,LPVR,
4466,LPVZ,medium_airport,Aerodromo Goncalves Lobato (Viseu Airport),40.725498,-7.88899,2060,EU,PT,PT-18,Viseu,yes,LPVZ,VSE,LPVZ,
4467,LQBK,large_airport,Banja Luka International Airport,44.941399,17.297501,400,EU,BA,BA-SRP,Mahovljani,yes,LQBK,BNX,LQBK,
4468,LQMO,large_airport,Mostar International Airport,43.282489,17.846101,156,EU,BA,BA-BIH,Mostar,yes,LQMO,OMO,LQMO,
4469,LQSA,large_airport,Sarajevo International Airport,43.8246,18.331499,1708,EU,BA,BA-BIH,Sarajevo,yes,LQSA,SJJ,LQSA,
4470,LQTZ,large_airport,Tuzla International Airport,44.459858,18.723627,784,EU,BA,BA-BIH,Dubrave Gornje,yes,LQTZ,TZL,LQTZ,
4471,LRAR,medium_airport,Arad International Airport,46.176136,21.264322,352,EU,RO,RO-AR,Arad,yes,LRAR,ARW,LRAR,
4472,LRBC,large_airport,BacÄƒu George Enescu International  Airport,46.5219,26.910299,607,EU,RO,RO-BC,BacÄƒu,yes,LRBC,BCM,LRBC,
4473,LRBM,medium_airport,MaramureÈ™ International Airport,47.658444,23.464445,605,EU,RO,RO-MM,TÄƒuÈ›ii-MÄƒgherÄƒuÈ™,yes,LRBM,BAY,LRBM,
4474,LRBS,large_airport,Bucharest BÄƒneasa Aurel Vlaicu International Airport,44.503133,26.102944,297,EU,RO,RO-B,Bucharest,yes,LRBS,BBU,LRBS,
333670,LRBV,large_airport,BraÈ™ov-Ghimbav International Airport,45.70558,25.522871,1740,EU,RO,RO-BV,BraÈ™ov (Ghimbav),yes,LRBV,GHV,LRBV,
4475,LRCK,large_airport,Mihail KogÄƒlniceanu International Airport,44.362202,28.4883,353,EU,RO,RO-CT,ConstanÈ›a,yes,LRCK,CND,LRCK,
4476,LRCL,large_airport,Avram Iancu Cluj International Airport,46.786042,23.685733,1039,EU,RO,RO-CJ,Cluj-Napoca,yes,LRCL,CLJ,LRCL,
4477,LRCS,medium_airport,CaransebeÅŸ Airport,45.420142,22.252507,866,EU,RO,RO-CS,CaransebeÅŸ,no,LRCS,CSB,LRCS,
